year,state,population,violent_crime,homicide,rape_legacy,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,total_crimes,crime_rate,,,,
2008,IL,12901563,67780,790,4118,24054,38818,378355,78968,266815,32572,892270,6.915983746,,,,
2008,IN,6376792,21525,322,1711,7580,11912,213639,48805,147334,17500,470328,7.375620845,,,,
2008,IA,3002555,8651,77,937,1249,6388,73273,16598,52299,4376,163848,5.456952495,,,,
2008,KS,2802134,11554,113,1226,1681,8534,94882,19651,67826,7405,212872,7.596781596,,,,
2008,KY,4269245,12690,201,1457,4080,6952,114492,29556,77279,7657,254364,5.958055815,,,,
2008,LA,4410796,29613,544,1250,6241,21578,171179,45524,112091,13564,401584,9.104569787,,,,
2008,ME,1316456,1572,31,379,333,829,32433,6559,24695,1179,68010,5.166143039,,,,
2008,MD,5633597,35393,493,1127,13203,20570,198165,38849,133983,25333,467116,8.291611913,,,,
2008,MA,6497967,30137,166,1751,7077,21143,155919,36251,106913,12755,372112,5.726591101,,,,
2008,MI,10003422,51512,554,4507,13246,33205,295100,74787,184558,35755,693224,6.929868599,,,,
2008,MN,5220393,13853,110,1805,4179,7759,149517,26558,112764,10195,326740,6.258915756,,,,
2008,MS,2938618,8942,236,958,3079,4669,85488,25506,53730,6252,188860,6.426830571,,,,
2008,MO,5911605,29701,456,1612,7395,20238,216522,45763,150002,20757,492446,8.330157377,,,,
2008,MT,967440,3013,40,358,204,2411,26300,3689,20834,1777,58626,6.059910692,,,,
2008,NE,1783432,5570,69,601,1297,3603,51350,8731,38394,4225,113840,6.383198238,,,,
2008,NV,2600167,18973,165,1106,6486,11216,90006,24254,49814,15938,217958,8.382461588,,,,
2008,NH,1315809,2054,14,385,421,1234,28387,4266,22714,1407,60882,4.626963336,,,,
2008,NJ,8682661,28351,376,1122,12701,14152,199127,40402,138545,20180,454956,5.239822216,,,,
2008,NM,1984356,12967,161,1118,2151,9537,75718,20706,46995,8017,177370,8.938416292,,,,
2008,NY,19490297,77546,836,2798,31787,42125,388599,65544,297962,25093,932290,4.783354507,,,,
2008,NC,9222414,43125,599,2296,14323,25907,372763,111556,234480,26727,831776,9.019070278,,,,
2008,ND,641481,1441,11,331,73,1026,13029,2336,9782,911,28940,4.511435257,,,,
2008,OH,11485910,40436,547,4531,18706,16652,391667,102428,260788,28451,864206,7.524053384,,,,
2008,OK,3642361,19359,215,1471,3698,13975,126535,35247,80265,11023,291788,8.010957728,,,,
2008,OR,3790060,9909,87,1183,2656,5983,125169,21115,92677,11377,270156,7.128013805,,,,
2008,PA,12448279,51044,705,3485,18873,27981,300294,58687,219115,22492,702676,5.644764228,,,,
2008,RI,1050788,2656,31,282,880,1463,29895,5766,20926,3203,65102,6.19554087,,,,
2008,SC,4479800,32746,307,1686,6595,24158,189950,45964,126316,17670,445392,9.942229564,,,,
2008,SD,804194,2227,37,562,134,1494,13867,2683,10266,918,32188,4.002516806,,,,
2008,TN,6214888,44913,412,2078,10804,31619,251089,65093,166793,19203,592004,9.525577935,,,,
2008,TX,24326974,123585,1370,8055,37739,76421,969865,230046,654435,85384,2186900,8.989609641,,,,
2008,UT,2736424,6165,41,915,1421,3788,92373,14766,70299,7308,197076,7.201954083,,,,
2008,VT,621270,854,17,133,93,611,15903,3515,11802,586,33514,5.394433982,,,,
2008,VA,7769089,20031,370,1794,7470,10397,196726,32188,151191,13347,433514,5.579984989,,,,
2008,WA,6549224,21888,193,2653,6419,12623,249283,53136,167013,29134,542342,8.281011613,,,,
2008,WV,1814468,5006,67,389,896,3654,45971,10840,31967,3164,101954,5.618947262,,,,
2008,WI,5627967,15507,146,1128,5163,9070,155456,27459,116456,11541,341926,6.075479831,,,,
2008,WY,532668,1330,12,185,87,1046,14515,2198,11584,733,31690,5.949296748,,,,
2007,AL,4627851,20775,412,1548,7398,11417,184082,45379,124465,14238,409714,8.853223667,,,,
2007,AK,683478,4520,43,545,581,3351,23096,3734,16929,2433,55232,8.081020896,,,,
2007,AZ,6338755,32835,548,2353,9764,20170,287308,59988,177076,50244,640286,10.10113185,,,,
2007,AR,2834797,15226,198,1294,3105,10629,112130,32035,73096,6999,254712,8.985193649,,,,
2007,CA,36553215,191561,2262,9046,70706,109547,1112510,237850,654526,220134,2608142,7.135191802,,,,
2007,CO,4861515,17101,155,2075,3461,11410,145808,28633,100519,16656,325818,6.701984875,,,,
2007,CT,3502309,10547,113,690,4303,5441,86528,15640,60937,9951,194150,5.54348574,,,,
2007,DE,864764,6100,39,341,1763,3957,29216,6420,20454,2342,70632,8.167777567,,,,
2007,DC,588292,8325,181,192,4265,3687,28922,3926,17390,7606,74494,12.66275931,,,,
2007,FL,18251243,131878,1202,6149,38155,86372,746249,181836,490783,73630,1756254,9.622654194,,,,
2007,GA,9544750,46917,720,2198,17291,26708,371248,90294,238436,42518,836330,8.762199115,,,,
2007,HI,1283388,3544,24,377,1122,2021,52866,9089,37494,6283,112820,8.790794366,,,,
2007,ID,1499402,3841,49,607,243,2942,34124,7131,24727,2266,75930,5.064018856,,,,
2007,IL,12852548,68528,752,4103,23100,40573,377322,75524,267911,33887,891700,6.937923904,,,,
2007,IN,6345289,21310,350,1738,7845,11377,213887,46485,147999,19403,470394,7.413279364,,,,
2007,IA,2988046,8970,39,970,1328,6633,79133,17176,57018,4939,176206,5.897031036,,,,
2007,KS,2775997,12730,106,1287,2022,9315,102961,20461,73900,8600,231382,8.335095463,,,,
2007,KY,4241474,12329,206,1365,4068,6690,107987,27820,71489,8678,240632,5.673310741,,,,
2007,LA,4293204,31789,625,1427,6316,23421,180516,46932,118291,15293,424610,9.890282409,,,,
2007,ME,1317207,1565,20,392,349,804,32249,6745,24228,1276,67628,5.134196827,,,,
2007,MD,5618344,36063,554,1179,13258,21072,192796,37095,127308,28393,457718,8.146848965,,,,
2007,MA,6449755,28487,187,1643,7021,19636,154743,35767,103925,15051,366460,5.681766207,,,,
2007,MI,10071822,53765,661,4592,13365,35147,308550,75273,191289,41988,724630,7.194626752,,,,
2007,MN,5197621,15054,116,1873,4770,8295,158257,29717,115892,12648,346622,6.668858695,,,,
2007,MS,2918785,8502,202,1033,2896,4371,90887,27223,56473,7191,198778,6.810299491,,,,
2007,MO,5878415,32962,367,1785,7728,23082,225113,44897,156319,23897,516150,8.780428058,,,,
2007,MT,957861,3638,27,363,233,3015,27837,3476,22315,2046,62950,6.571934759,,,,
2007,NE,1774571,5524,71,550,1115,3788,55765,9035,41484,5246,122578,6.907472285,,,,
2007,NV,2565382,19365,193,1096,6938,11138,97118,24911,49844,22363,232966,9.081142691,,,,
2007,NH,1315828,1896,12,357,451,1076,26394,5074,19909,1411,56580,4.299954097,,,,
2007,NJ,8685920,28544,381,1032,12567,14564,192338,37234,133145,21959,441764,5.085978227,,,,
2007,NM,1969915,13311,183,1028,2323,9777,75168,20823,45442,8903,176958,8.983027186,,,,
2007,NY,19297729,79962,805,2928,31085,45144,383624,64914,290681,28029,927172,4.804565345,,,,
2007,NC,9061032,42231,584,2386,13534,25727,369893,108700,233241,27952,824248,9.096623872,,,,
2007,ND,639715,1343,17,252,75,999,12796,2314,9500,982,28278,4.420405962,,,,
2007,OH,11466917,40759,529,4661,18351,17218,397681,99049,264677,33955,876880,7.647042357,,,,
2007,OK,3617316,18234,224,1565,3392,13053,128714,34367,80747,13600,293896,8.12469798,,,,
2007,OR,3747455,11015,76,1276,2864,6799,132773,22979,95157,14637,287576,7.673901354,,,,
2007,PA,12432792,51806,725,3443,19440,28198,293850,56091,211248,26511,691312,5.560392227,,,,
2007,RI,1057832,2424,19,258,760,1387,27576,5206,19175,3195,60000,5.671978159,,,,
2007,SC,4407709,34630,364,1773,6354,26139,189304,45398,126802,17104,447868,10.16101562,,,,
2007,SD,796214,1926,31,433,118,1344,13829,2647,10398,784,31510,3.957478768,,,,
2007,TN,6156719,46482,405,2201,11033,32843,252342,61817,168807,21718,597648,9.707248292,,,,
2007,TX,23904380,122014,1419,8460,38778,73357,985421,228320,663101,94000,2214870,9.265540457,,,,
2007,UT,2645330,6347,59,935,1425,3928,93082,15594,68573,8915,198858,7.51732298,,,,
2007,VT,621254,802,13,128,79,582,14702,3200,10853,649,31008,4.991195228,,,,
2007,VA,7712091,21035,415,1793,7696,11131,191763,32028,145634,14101,425596,5.518555214,,,,
2007,WA,6468424,21768,174,2653,6079,12862,261776,52874,170782,38120,567088,8.767019602,,,,
2007,WV,1812035,5016,65,388,847,3716,45620,10822,31321,3477,101272,5.58885452,,,,
2007,WI,5601640,16330,185,1227,5480,9438,159305,27890,117957,13458,351270,6.270842111,,,,
2007,WY,522830,1344,21,172,84,1067,15053,2365,11875,813,32794,6.272402119,,,,
2006,AL,4599030,19553,382,1646,7062,10463,181249,44780,121451,15018,401604,8.732363129,,,,
2006,AK,670053,4610,36,512,600,3462,23975,4155,17284,2536,57170,8.532160889,,,,
2006,AZ,6166318,33456,533,2449,9491,20983,294389,59418,178321,56650,655690,10.63341203,,,,
2006,AR,2810872,15538,205,1325,2749,11259,112025,31864,72646,7515,255126,9.076400491,,,,
2006,CA,36457549,194483,2486,9235,71142,111620,1159988,247230,669103,243655,2708942,7.430400766,,,,
2006,CO,4753377,18794,171,2158,3824,12641,163439,32411,110372,20656,364466,7.66751722,,,,
2006,CT,3504809,10505,137,696,4460,5212,90638,15583,64765,10290,202286,5.771669726,,,,
2006,DE,853476,5983,42,417,1791,3733,29670,6337,20449,2884,71306,8.354775061,,,,
2006,DC,581530,8772,169,185,3829,4589,27064,3835,15908,7321,71672,12.32472959,,,,
2006,FL,18089888,129602,1129,6475,34147,87851,721101,170873,473774,76454,1701406,9.405287639,,,,
2006,GA,9363941,44754,605,2169,15511,26469,362712,85140,234445,43127,814932,8.702874142,,,,
2006,HI,1285498,3608,21,353,1144,2090,54247,8724,37784,7739,115710,9.001180865,,,,
2006,ID,1466465,3666,35,611,294,2726,35135,7545,25154,2436,77602,5.291773073,,,,
2006,IL,12831970,69498,780,4078,23782,40858,387478,77259,272578,37641,913952,7.122460542,,,,
2006,IN,6313520,20303,361,1811,7175,10956,217783,45538,150655,21590,476172,7.542100128,,,,
2006,IA,2982085,8521,55,871,1309,6286,84202,18160,60998,5044,185446,6.218669153,,,,
2006,KS,2764075,11960,125,1279,1878,8678,104260,20086,75450,8724,232440,8.409323191,,,,
2006,KY,4206074,11361,173,1312,3850,6026,109428,27867,72197,9364,241578,5.743550874,,,,
2006,LA,4287768,30923,555,1587,5928,22853,174975,46703,112605,15667,411796,9.60397111,,,,
2006,ME,1321574,1533,23,341,383,786,33658,6846,25465,1347,70382,5.325619299,,,,
2006,MD,5615727,38111,546,1178,14376,22011,195484,37459,127502,30523,467190,8.319314668,,,,
2006,MA,6437193,32217,188,1771,8080,22178,153943,35243,100725,17975,372320,5.78388748,,,,
2006,MI,10095643,56981,721,5347,14229,36684,325594,76313,199183,50098,765150,7.579012055,,,,
2006,MN,5167101,16042,126,1645,5441,8830,159276,30306,115693,13277,350636,6.78593277,,,,
2006,MS,2910540,9076,231,1039,3259,4547,92853,27117,57406,8330,203858,7.004129818,,,,
2006,MO,5842713,31897,369,1764,7597,22167,224007,44734,153874,25399,511808,8.759766225,,,,
2006,MT,944632,3564,33,348,233,2950,26986,3380,21659,1947,61100,6.468127271,,,,
2006,NE,1768331,5197,51,577,1136,3433,59411,9535,44710,5166,129216,7.307229246,,,,
2006,NV,2495529,18687,226,1092,7038,10331,102338,24902,50429,27007,242050,9.699346311,,,,
2006,NH,1314895,1785,13,295,435,1042,26060,4395,20179,1486,55690,4.23531917,,,,
2006,NJ,8724560,30550,427,1201,13360,15562,198820,39384,134687,24749,458740,5.258030204,,,,
2006,NM,1954599,12797,134,1073,2095,9495,76000,20906,45864,9230,177594,9.085955738,,,,
2006,NY,19306183,84016,922,3168,34459,45467,398577,68617,297827,32133,965186,4.999362121,,,,
2006,NC,8856505,42088,539,2495,13468,25586,364549,107333,227114,30102,813274,9.182787115,,,,
2006,ND,635867,1255,14,241,75,925,13359,2601,9672,1086,29228,4.596558714,,,,
2006,OH,11478006,41491,560,4770,19418,16743,423334,105639,279718,37977,929650,8.099403328,,,,
2006,OK,3579212,17905,210,1488,3145,13062,129728,34437,81853,13438,295266,8.249469436,,,,
2006,OR,3700758,10534,88,1219,2711,6516,137858,24324,98897,14637,296784,8.019546266,,,,
2006,PA,12440621,55028,741,3611,21095,29581,304589,57739,217142,29708,719234,5.781335192,,,,
2006,RI,1067610,2460,27,289,740,1404,27914,5453,18852,3609,60748,5.690092824,,,,
2006,SC,4321249,33322,362,1834,5902,25224,184712,42952,125075,16685,436068,10.09124908,,,,
2006,SD,781919,2071,30,465,158,1418,13812,3024,9954,834,31766,4.062569141,,,,
2006,TN,6038803,46043,419,2194,11143,32287,249860,63024,164183,22653,591806,9.800054746,,,,
2006,TX,23507783,121602,1386,8429,37256,74531,959846,215710,648711,95425,2162896,9.200765551,,,,
2006,UT,2550063,5771,51,891,1242,3587,89572,14721,66480,8371,190686,7.47769761,,,,
2006,VT,623908,905,14,173,114,604,14920,3443,10857,620,31650,5.072863307,,,,
2006,VA,7642884,21683,403,1829,7779,11672,190257,32166,143292,14799,423880,5.546073969,,,,
2006,WA,6395798,22303,197,2748,6424,12934,288456,58843,183179,46434,621518,9.717598961,,,,
2006,WV,1818470,5113,80,404,853,3776,47941,11579,32305,4057,106108,5.83501515,,,,
2006,WI,5556506,15899,165,1233,5564,8937,156748,27038,115682,14028,345294,6.21422887,,,,
2006,WY,515004,1307,13,151,72,1071,15381,2322,12255,804,33376,6.480726363,,,,
2005,AL,4548327,19678,374,1564,6447,11293,177393,43473,120780,13140,394142,8.665647831,,,,
2005,AK,663253,4194,32,538,537,3087,23975,4131,17249,2595,56338,8.494194523,,,,
2005,AZ,5953007,30478,445,2006,8579,19448,287345,56328,176112,54905,635646,10.67772976,,,,
2005,AR,2775708,14670,189,1202,2532,10747,112914,30118,75510,7286,255168,9.192897812,,,,
2005,CA,36154147,190178,2503,9392,63622,114661,1200531,250521,692467,257543,2781418,7.693219812,,,,
2005,CO,4663295,18498,173,2026,3948,12351,188449,34746,127602,26101,413894,8.875569742,,,,
2005,CT,3500701,9542,105,712,3933,4792,90270,15245,64416,10609,199624,5.702400748,,,,
2005,DE,841741,5332,37,377,1306,3612,26245,5811,18085,2349,63154,7.502782923,,,,
2005,DC,582049,8032,195,166,3700,3971,26133,3577,14836,7720,68330,11.73956145,,,,
2005,FL,17768191,125957,883,6592,30141,88341,712998,164783,472912,75303,1677910,9.443336128,,,,
2005,GA,9132553,40725,564,2143,14041,23977,378534,84463,249594,44477,838518,9.181638475,,,,
2005,HI,1273278,3253,24,343,1001,1885,61115,9792,42188,9135,128736,10.11059643,,,,
2005,ID,1429367,3670,35,577,266,2792,38556,8066,27606,2884,84452,5.90834964,,,,
2005,IL,12765427,70496,770,4313,23255,42158,394670,77635,277662,39373,930332,7.287903491,,,,
2005,IN,6266019,20302,356,1856,6809,11281,216778,43756,151278,21744,474160,7.567165053,,,,
2005,IA,2965524,8697,40,847,1153,6657,84370,18147,60723,5500,186134,6.276597323,,,,
2005,KS,2748172,10701,101,1098,1795,7707,104588,19028,76222,9338,230578,8.390231761,,,,
2005,KY,4172608,11134,190,1421,3690,5833,105608,26458,70354,8796,233484,5.595637069,,,,
2005,LA,4507331,26889,450,1421,5337,19681,166611,39382,112840,14389,387000,8.586012432,,,,
2005,ME,1318220,1483,19,326,323,815,31889,6323,24218,1348,66744,5.063191273,,,,
2005,MD,5589599,39369,552,1266,14378,23173,198483,35922,128491,34070,475704,8.510521059,,,,
2005,MA,6433367,29644,178,1751,7837,19878,151727,34728,98079,18920,362742,5.638447177,,,,
2005,MI,10100833,55936,629,5199,13348,36760,312892,70527,194090,48275,737656,7.302922442,,,,
2005,MN,5126739,15243,115,2258,4724,8146,158301,29716,114304,14281,347088,6.770151552,,,,
2005,MS,2908496,8131,214,1147,2405,4365,95231,26866,60873,7492,206724,7.107591002,,,,
2005,MO,5797703,30477,402,1625,7196,21254,227809,42822,159288,25699,516572,8.909942438,,,,
2005,MT,934737,2634,18,301,177,2138,29407,3642,23794,1971,64082,6.855618211,,,,
2005,NE,1758163,5052,44,581,1040,3387,60348,9408,45359,5581,130800,7.439583247,,,,
2005,NV,2412301,14654,206,1016,4702,8730,102424,23481,52012,26931,234156,9.706748868,,,,
2005,NH,1306819,1761,19,406,365,971,24031,4192,18493,1346,51584,3.94729492,,,,
2005,NJ,8703150,30919,417,1208,13215,16079,203391,38980,136728,27683,468620,5.384487226,,,,
2005,NM,1925985,12448,144,1041,1893,9370,79575,20939,50707,7929,184046,9.555941505,,,,
2005,NY,19315721,85839,874,3636,35179,46150,405990,68034,302220,35736,983658,5.09252541,,,,
2005,NC,8672459,40650,585,2302,12635,25128,353855,104298,221091,28466,789010,9.097881005,,,,
2005,ND,634605,706,12,180,54,460,12848,2043,9732,1073,27108,4.271633536,,,,
2005,OH,11470685,40162,590,4671,18673,16228,420705,100183,279051,41471,921734,8.035561956,,,,
2005,OK,3543442,18044,187,1481,3230,13146,143406,35692,93814,13900,322900,9.112608588,,,,
2005,OR,3638871,10444,80,1266,2478,6620,160199,27621,113316,19262,341286,9.378898015,,,,
2005,PA,12405348,52761,756,3586,19214,29205,300444,56134,214916,29394,706410,5.6943989,,,,
2005,RI,1073579,2710,34,323,776,1577,29287,5319,19567,4401,63994,5.960809591,,,,
2005,SC,4246933,32590,314,1862,5657,24757,185606,42741,126489,16376,436392,10.27546232,,,,
2005,SD,774883,1387,18,377,145,847,13694,2505,10350,839,30162,3.892458603,,,,
2005,TN,5955745,45104,431,2194,10009,32470,256093,61508,169357,25228,602394,10.11450289,,,,
2005,TX,22928508,121091,1407,8511,35790,75383,990293,219828,677042,93423,2222768,9.694342083,,,,
2005,UT,2490334,5612,56,920,1095,3541,95546,14971,72082,8493,202316,8.12405083,,,,
2005,VT,622387,782,8,153,76,545,14749,3185,10894,670,31062,4.990785476,,,,
2005,VA,7564327,21434,458,1763,7495,11718,200404,29829,154584,15991,443676,5.865373086,,,,
2005,WA,6291899,21745,205,2811,5788,12941,307661,60343,198031,49287,658812,10.47079745,,,,
2005,WV,1814083,4968,82,335,816,3735,47757,11334,32603,3820,105450,5.812854208,,,,
2005,WI,5527644,13367,206,1135,4555,7471,147556,24448,110531,12577,321846,5.822480608,,,,
2005,WY,508798,1172,14,122,78,958,16070,2426,12905,739,34484,6.777542365,,,,
2004,AL,4525375,19324,254,1742,6042,11286,182340,44666,123650,14024,403328,8.912587355,,,,
2004,AK,657755,4159,37,558,447,3117,22172,3773,16159,2240,52662,8.006324543,,,,
2004,AZ,5739879,28952,414,1896,7721,18921,291203,56885,179012,55306,640310,11.15546164,,,,
2004,AR,2750000,13814,176,1183,2372,10083,110911,30151,74242,6518,249450,9.070909091,,,,
2004,CA,35842038,189175,2392,9615,61768,115400,1227194,245903,728687,252604,2832738,7.903395449,,,,
2004,CO,4601821,17121,201,1945,3739,11236,180322,33010,123308,24004,394886,8.581081272,,,,
2004,CT,3498966,10113,100,755,4188,5070,93942,15959,66770,11213,208110,5.947757137,,,,
2004,DE,830069,5105,28,357,1343,3377,27256,5669,19285,2302,64722,7.797183126,,,,
2004,DC,554239,7590,198,222,3202,3968,26896,3946,14542,8408,68972,12.44445086,,,,
2004,FL,17385430,123754,946,6612,29997,86199,727141,166332,482484,78325,1701790,9.788598844,,,,
2004,GA,8918129,40217,613,2387,13656,23561,376656,82992,249426,44238,833746,9.348889212,,,,
2004,HI,1262124,3213,33,333,944,1903,60525,10827,41078,8620,127476,10.10011695,,,,
2004,ID,1395140,3452,31,594,241,2586,38799,7671,28389,2739,84502,6.05688318,,,,
2004,IL,12712016,69365,780,4220,22582,41783,403486,76088,287025,40373,945702,7.439433682,,,,
2004,IN,6226537,20294,316,1803,6373,11802,211929,42168,148670,21091,464446,7.459138202,,,,
2004,IA,2952904,8499,44,782,1160,6513,85775,17928,62214,5633,188548,6.38517202,,,,
2004,KS,2733697,10330,122,1142,1812,7254,109771,20146,81115,8510,240202,8.786708988,,,,
2004,KY,4141835,10152,236,1238,3268,5410,105209,25902,70535,8772,230722,5.570526107,,,,
2004,LA,4506685,28844,574,1616,6564,20090,199153,45359,134080,19714,455994,10.1181689,,,,
2004,ME,1314985,1364,18,315,289,742,31740,6341,24096,1303,66208,5.03488633,,,,
2004,MD,5561332,38961,521,1317,12772,24351,202474,36704,129888,35882,482870,8.682632146,,,,
2004,MA,6407382,29489,171,1794,7484,20040,158150,34497,101605,22048,375278,5.856963109,,,,
2004,MI,10104206,49737,643,5482,11336,32276,309805,64233,194988,50584,719084,7.116679925,,,,
2004,MN,5096546,13751,113,2123,4070,7445,155019,28048,113453,13518,337540,6.622916775,,,,
2004,MS,2900768,8568,227,1161,2503,4677,100980,27661,65440,7879,219096,7.553034231,,,,
2004,MO,5759532,28226,354,1479,6630,19763,224629,40472,158264,25893,505710,8.780400908,,,,
2004,MT,926920,2723,30,273,233,2187,27215,3515,22082,1618,59876,6.459672895,,,,
2004,NE,1747704,5393,40,620,1138,3595,61512,9826,46399,5287,133810,7.65633082,,,,
2004,NV,2332898,14379,172,954,4905,8348,98215,23142,52438,22635,225188,9.652715207,,,,
2004,NH,1299169,2202,17,466,500,1219,26658,4979,19723,1956,57720,4.44284,,,,
2004,NJ,8685166,30943,392,1331,13076,16144,211313,41030,139977,30306,484512,5.578615308,,,,
2004,NM,1903006,13081,169,1039,2062,9811,79895,19924,52069,7902,185952,9.771487846,,,,
2004,NY,19280727,84914,889,3608,33506,46911,422734,70696,311036,41002,1015296,5.265859529,,,,
2004,NC,8540468,38244,532,2339,11782,23591,355328,101193,227147,26988,787144,9.216637777,,,,
2004,ND,636308,558,8,177,43,330,12493,2040,9516,937,26102,4.102101498,,,,
2004,OH,11450143,38787,506,4744,17429,16108,419337,96518,282168,40651,916248,8.002066,,,,
2004,OK,3523546,17635,186,1557,3090,12802,149472,35244,101271,12957,334214,9.485160688,,,,
2004,OR,3591363,10724,90,1283,2751,6600,166475,30072,117868,18535,354398,9.868064019,,,,
2004,PA,12394471,50998,650,3535,18474,28339,299611,54443,214199,30969,701218,5.65750648,,,,
2004,RI,1079916,2673,26,320,731,1596,31166,5465,21623,4078,67678,6.266968912,,,,
2004,SC,4197892,33160,286,1772,5468,25634,190456,43739,130991,15726,447232,10.65372811,,,,
2004,SD,770621,1319,17,336,112,854,14885,3148,10890,847,32408,4.205439509,,,,
2004,TN,5893298,41113,357,2282,8863,29611,254991,60386,169828,24777,592208,10.04883853,,,,
2004,TX,22471549,121554,1364,8388,35817,75985,1010702,220118,696507,94077,2264512,10.07724034,,,,
2004,UT,2420708,5647,46,967,1236,3398,97762,15225,74889,7648,206818,8.543698786,,,,
2004,VT,621233,713,16,160,78,459,14559,3435,10537,587,30544,4.916673776,,,,
2004,VA,7481332,20608,390,1816,6899,11503,200368,28759,154154,17455,441952,5.907397239,,,,
2004,WA,6207046,21330,190,2857,5866,12417,300837,60632,196972,43233,644334,10.38068672,,,,
2004,WV,1812548,5110,68,346,774,3922,46326,10994,31566,3766,102872,5.675546248,,,,
2004,WI,5503533,11548,154,1136,4067,6191,146710,23854,111482,11374,316516,5.751142039,,,,
2004,WY,505887,1163,11,112,67,973,16889,2738,13352,799,36104,7.136771651,,,,
2003,AL,4503726,19331,299,1656,6038,11338,182241,43245,124039,14957,403144,8.951343843,,,,
2003,AK,648280,3877,39,605,446,2787,24386,3874,18051,2461,56526,8.719380515,,,,
2003,AZ,5579222,28638,441,1856,7619,18722,314335,58613,198725,56997,685946,12.29465327,,,,
2003,AR,2727774,12449,180,911,2227,9131,99084,25016,68061,6007,223066,8.177583627,,,,
2003,CA,35462712,205551,2407,9994,63770,129380,1215086,242274,731486,241326,2841274,8.012004271,,,,
2003,CO,4547633,15757,185,1913,3738,9921,179706,32394,124496,22816,390926,8.59625216,,,,
2003,CT,3486960,11045,112,698,4212,6023,92981,16043,65568,11370,208052,5.966572602,,,,
2003,DE,818166,5525,21,370,1441,3693,27943,6066,18933,2944,66936,8.181224837,,,,
2003,DC,557620,9061,249,274,3941,4597,32696,4671,18119,9906,83514,14.97686597,,,,
2003,FL,16999181,124280,924,6727,31523,85106,757696,170644,505489,81563,1763952,10.37668815,,,,
2003,GA,8676460,39435,657,2234,14043,22501,369589,79001,247196,43392,818048,9.428361336,,,,
2003,HI,1248755,3400,22,367,1168,1843,65867,11409,44807,9651,138534,11.09376939,,,,
2003,ID,1367034,3362,26,535,245,2556,40042,7837,29559,2646,86808,6.350098096,,,,
2003,IL,12649087,70376,895,4189,23786,41506,415885,78345,295907,41633,972522,7.688475856,,,,
2003,IN,6199571,21842,338,1720,6401,13383,208039,41582,145686,20771,459762,7.41602927,,,,
2003,IA,2941976,8175,50,796,1131,6198,87554,17515,64400,5639,191458,6.507802919,,,,
2003,KS,2724786,10831,125,1085,2247,7374,109276,21973,79471,7832,240214,8.815884991,,,,
2003,KY,4118189,10232,181,1124,3224,5703,103370,26034,69083,8253,227204,5.517085301,,,,
2003,LA,4493665,28622,584,1601,7008,19429,193698,44572,129471,19655,444640,9.894818595,,,,
2003,ME,1309205,1422,16,354,289,763,32078,6579,24043,1456,67000,5.117609542,,,,
2003,MD,5512310,38778,525,1358,13302,23593,209418,38641,134372,36405,496392,9.005153919,,,,
2003,MA,6420357,30377,140,1848,8011,20378,164543,34963,104069,25511,389840,6.071936498,,,,
2003,MI,10082364,51550,612,5470,11254,34214,330565,68316,208538,53711,764230,7.579869166,,,,
2003,MN,5064172,13316,127,2092,3906,7191,157663,27698,116216,13749,341958,6.752495768,,,,
2003,MS,2882594,9336,267,1079,3016,4974,106867,29564,68307,8996,232406,8.062391027,,,,
2003,MO,5719204,28067,289,1400,6686,19692,233564,41997,161616,29951,523262,9.149210275,,,,
2003,MT,918157,3351,30,246,298,2777,28428,3722,22800,1906,63558,6.922345525,,,,
2003,NE,1737475,5105,56,504,1165,3380,65189,10133,48924,6132,140588,8.091512108,,,,
2003,NV,2242207,13813,197,871,5225,7520,96128,21958,53321,20849,219882,9.806498686,,,,
2003,NH,1288705,1937,17,438,480,1002,26456,4589,19934,1933,56786,4.406439022,,,,
2003,NJ,8642412,31488,406,1288,13342,16452,220350,43457,142287,34606,503676,5.827956362,,,,
2003,NM,1878562,12535,116,940,1937,9542,76816,18997,50595,7224,178702,9.512701737,,,,
2003,NY,19212425,89486,934,3775,35790,48987,432079,75453,311422,45204,1043130,5.429455157,,,,
2003,NC,8421190,38243,506,2139,12229,23369,359660,100687,232081,26892,795806,9.450042096,,,,
2003,ND,633400,508,9,160,53,286,13364,1959,10327,1078,27744,4.380170508,,,,
2003,OH,11437680,38185,526,4660,16895,16104,417483,95083,281383,41017,911336,7.967839632,,,,
2003,OK,3506469,17758,206,1501,3224,12827,151208,34846,103404,12958,337932,9.637387355,,,,
2003,OR,3564330,10506,68,1218,2847,6373,169863,28562,122327,18974,360738,10.12078006,,,,
2003,PA,12370761,49210,647,3556,17980,27027,300639,53918,213279,33442,699698,5.656062711,,,,
2003,RI,1076084,3074,25,505,830,1714,32231,5524,22320,4387,70610,6.561755402,,,,
2003,SC,4148744,33455,303,1952,5801,25399,187592,43993,127809,15790,442094,10.65609254,,,,
2003,SD,764905,1329,10,356,104,859,15324,2878,11572,874,33306,4.354266216,,,,
2003,TN,5845208,40409,396,2129,9413,28471,256565,63323,166769,26473,593948,10.16128083,,,,
2003,TX,22103374,122246,1422,8025,37017,75782,1016735,219877,698644,98214,2277962,10.30594696,,,,
2003,UT,2352119,5889,60,919,1258,3652,100084,16961,75321,7802,211946,9.010853618,,,,
2003,VT,619343,707,15,126,62,504,13803,3017,10132,654,29020,4.685610397,,,,
